name-original-cap,name,alternative-fr,alternative-nl,alternative-de,alternative-en,alternative-wp,country-code,longitude,latitude,avg_stop_times,official_transfer_time
Kortenberg,kortenberg,,,,,,be,4.543301,50.893067,328.273743,300
Kortrijk,kortrijk,courtrai,,,,,be,3.264549,50.824506,268.343575,180
Kwatrecht,kwatrecht,quatrecht,,,,,be,3.829593,50.99175,138.055866,300
Köln Hbf,koln hbf,cologne hbf,keulen hbf,,,,de,6.958823,50.942721,0,
La Hulpe,la hulpe,,terhulpen,,,,be,4.49706,50.737958,158.377095,300
La Louvière-Centre,la louviere-centre,,la louviere-centrum,,,,be,4.179858,50.478161,89.128492,300
La Louvière-Sud,la louviere-sud,,la louviere-zuid,,,la louviere-sud,be,4.190609,50.464974,174.639665,300
La Roche (Brabant),la roche (brabant),,,,,,be,4.539157,50.610338,32.77095,300
Labuissière,labuissiere,,,,,,be,4.186833,50.316328,33.346369,300
Landegem,landegem,,,,,,be,3.576852,51.064311,185.069832,300
Landelies,landelies,,,,,,be,4.350976,50.377311,33.346369,300
Landen,landen,,,,,,be,5.07966,50.747927,121.335196,300
Landry,landry,,,,,,fr,6.733522,45.574194,0,
Landskouter,landskouter,,,,,,be,3.791146,50.970545,41.849162,300
Langdorp,langdorp,,,,,,be,4.863541,51.002466,105.804469,300
Le Campinaire,le campinaire,,,,,,be,4.542787,50.42383,115.527933,300
Lebbeke,lebbeke,,,,,,be,4.134372,51.005009,91.670391,300
Lede,lede,,,,,,be,3.984981,50.970895,76.801676,300
Leignon,leignon,,,,,,be,5.107778,50.267768,63.620112,300
Leman,leman,,,,,,be,5.468309,50.600396,89.198324,300
Lembeek,lembeek,,,,,,be,4.221577,50.715107,163.039106,300
Lens,lens,,,,,,be,3.903224,50.559342,35.427374,300
Leopoldsburg,leopoldsburg,bourg-leopold,,,,,be,5.257287,51.117312,40.832402,300
Les Arcs - Draguignan,les arcs - draguignan,,,,,,fr,6.4826446,43.4555673,0,
Lessen,lessen,lessines,lessen,lessines,lessines,,be,3.836434,50.712015,37.296089,300
Leuven,leuven,louvain,,lowen,,,be,4.715866,50.88228,514.50838,300
Leuze,leuze,,,,,,be,3.616872,50.600612,65.27095,300
Leval,leval,,,,,,be,4.211041,50.430797,35.868715,300
Lezennes,lezennes,,,,,,fr,3.116667,50.616666,8.26257,300
Libramont,libramont,,,,,,be,5.37927,49.920434,148.519553,240
Lichtervelde,lichtervelde,,,,,,be,3.127212,51.025163,107.234637,180
Liedekerke,liedekerke,,,,,,be,4.095287,50.882531,203.438547,300
Lier,lier,lierre,,,,,be,4.560614,51.135758,227.885475,240
Lierde,lierde,,,,,,be,3.826564,50.816236,42.46648,300
Liers,liers,,,,,,be,5.56683,50.698181,108.921788,300
Ligny,ligny,,,,,,be,4.566133,50.511726,32.77095,300
Lille Europe,lille europe,,rijsel-europa,,,,fr,3.0756612,50.6391167,0,
Lille Flandres,lille flandres,,rijsel-vlaanderen,,,,fr,3.066669,50.633333,62.343575,300
Lillois,lillois,,,,,,be,4.365368,50.645423,147.094972,300
Limal,limal,,,,,,be,4.575302,50.69214,62.164804,300
Limburg Süd,limburg sud,,,,,,de,8.096112,50.3825,0,
Linkebeek,linkebeek,,,,,,be,4.339434,50.773681,180.567039,300
Lissewege,lissewege,,,,,,be,3.194505,51.294714,25.709497,300
Liège-Carré,liege-carre,,luik-carre,,,,be,5.561131,50.640299,169.877095,300
Liège-Guillemins,liege-guillemins,,luik-guillemins,,,,be,5.566695,50.62455,417.530726,300
Liège-Saint-Lambert,liege-saint-lambert,,luik-sint-lambertus,,,,be,5.570453,50.646349,169.877095,300
Lobbes,lobbes,,,,,,be,4.260958,50.346469,33.346369,300
Lodelinsart,lodelinsart,,,,,,be,4.462946,50.432451,32.768156,300
Lokeren,lokeren,,,,,,be,3.987794,51.108062,213.740223,240
Lommel,lommel,,,,,,be,5.312031,51.211564,33.851955,300
Londerzeel,londerzeel,,,,,,be,4.299073,51.009091,63.223464,300
London Saint Pancras International,london saint pancras international,londres saint pancras,londen saint pancras,,,,gb,-0.1260606,51.5310399,0,
Lonzée,lonzee,,,,,,be,4.7201,50.551935,129.75419,300
Lot,lot,,,,,,be,4.273696,50.766364,223.416201,300
Louvain-la-Neuve,louvain-la-neuve,,,,,louvain-la-neuve,be,4.615745,50.669793,99.427374,300
Lustin,lustin,,,,,,be,4.87707138061523,50.3690003163239,60.72905,300
Luttre,luttre,,,,,,be,4.38412,50.505856,124.882682,300
Lyon Part Dieu TGV,lyon part dieu tgv,,,,,,fr,4.8594013,45.7612738,0,
Lyon-Perrache TGV,lyon-perrache tgv,,,,,,fr,4.825301,45.74836,0,
Lyon-Saint Exupéry TGV,lyon-saint exupery tgv,,,,,,fr,5.075822,45.720907,0,
Lëtzebuerg,letzebuerg,luxembourg,luxemburg,luxemburg,,,lu,6.133331,49.599996,166.256983,300
Maastricht,maastricht,,,,,,nl,5.705392,50.85,34.941341,300
Maastricht Randwyck,maastricht randwyck,,,,,,nl,5.716707,50.838502,34.941341,300
Maffle,maffle,,,,,,be,3.800117,50.614356,35.27095,300
Malderen,malderen,,,,,,be,4.22911,51.014484,63.223464,300
Mamer,mamer,,,,,,lu,6.02014,49.625663,32.486034,300
Mamer-Lycée,mamer-lycee,,,,,,lu,6.02968,49.618415,32.860335,300
Manage,manage,,,,,,be,4.234683,50.506108,36.027933,180
Marbehan,marbehan,,,,,,be,5.539755,49.727337,52.589385,300
Marche-en-Famenne,marche-en-famenne,,,,,,be,5.346289,50.222472,30.374302,300
Marche-les-Dames,marche-les-dames,,,,,,be,4.96458,50.480741,87.128492,300
Marche-lez-Écaussinnes,marche-lez-ecaussinnes,,,,,,be,4.177098,50.546173,59.449721,300
Marchienne-Zone,marchienne-zone,,,,,,be,4.388767,50.397465,33.346369,300
Marchienne-au-Pont,marchienne-au-pont,,,,,,be,4.394223,50.412171,187.958101,300
Maria-Aalter,maria-aalter,,,,,,be,3.38673,51.107612,185.069832,300
Mariembourg,mariembourg,,,,,,be,4.525691,50.09549,30.963687,300
Marloie,marloie,,,,,,be,5.313892,50.202821,93.994413,300
Marne-la-Vallée - Chessy,marne-la-vallee - chessy,,,,,,fr,2.782184,48.868256,0,
Marseille-Saint-Charles,marseille-saint-charles,,,,,,fr,5.380752,43.303178,0,
Masnuy-Saint-Pierre,masnuy-saint-pierre,,,,,,be,3.962139,50.536546,86.282123,300
Massy TGV,massy tgv,,,,,,fr,2.261254,48.725758,,
Maubeuge,maubeuge,,,,,,fr,3.966566,50.27289,3.918994,300
Maubray,maubray,,,,,,be,3.495527,50.547557,65.958101,300
Mazy,mazy,,,,,,be,4.675829,50.513497,5.527933,300
Mechelen,mechelen,malines,,,,,be,4.482785,51.017648,471.03352,300
Mechelen-Nekkerspoel,mechelen-nekkerspoel,malines-nekkerspoel,,,,,be,4.489914,51.029883,279.243017,300
Meiser,meiser,,,,,,be,4.394421,50.854072,164.122905,300
Melkouwen,melkouwen,,,,,,be,4.671532,51.094938,74.946927,300
Melle,melle,,,,,,be,3.797088,51.002807,181.296089,300
Melle PW,melle pw,,,,,,be,3.77939,51.01394,0,
Melreux-Hotton,melreux-hotton,,,,,,be,5.440136,50.28367,30.374302,300
Melsele,melsele,,,,,,be,4.286766,51.21071,148.385475,300
Menen,menen,menin,,,,,be,3.113791,50.799489,41.497207,300
Merchtem,merchtem,,,,,,be,4.222718,50.954958,91.670391,300
Merelbeke,merelbeke,,,,,,be,3.768889,51.017531,181.296089,300
Merode,merode,,,,,,be,4.398934,50.839284,35.885475,300
Mersch,mersch,,,,,,lu,6.106111,49.748893,20.061453,300
Messancy,messancy,,,,,,be,5.818915,49.592777,24.120112,300
Metz,metz,,,,,,fr,6.166663,49.13333,0,
Mevergnies-Attre,mevergnies-attre,,,,,,be,3.833917,50.600108,35.27095,300
Michelau,michelau,,,,,,lu,6.09149,49.89729,18.692737,300
Milmort,milmort,,,,,,be,5.60009,50.692455,108.921788,300
Moensberg,moensberg,,,,,,be,4.330733,50.77832,68.388268,300
Mol,mol,,,,,,be,5.116336,51.19105,111.583799,240
Mollem,mollem,,,,,,be,4.216965,50.933473,91.670391,300
Momalle,momalle,,,,,,be,5.367602,50.66991,63.136872,300
Mons,mons,,bergen,,,,be,3.942542,50.453854,247.27095,300
Mont-Saint-Guibert,mont-saint-guibert,,,,,,be,4.613884,50.637611,130.452514,300
Montpellier,montpellier,,,,,,fr,3.880534,43.604947,0,
Moortsele,moortsele,,,,,,be,3.781339,50.953519,41.849162,300
Morlanwelz,morlanwelz,,,,,,be,4.247367,50.457998,88.363128,300
Mortsel,mortsel,,,,,,be,4.448437,51.18296,214.776536,300
Mortsel-Deurnesteenweg,mortsel-deurnesteenweg,,,,,,be,4.446514,51.183023,195.712291,300
Mortsel-Liersesteenweg,mortsel-liersesteenweg,,,,,,be,4.468843,51.169027,59.148045,300
Mortsel-Oude God,mortsel-oude god,,,,,,be,4.455737,51.171256,195.712291,300
Mouscron,mouscron,,moeskroen,mouscron / moeskroen,moeskroen / mouscron,,be,3.228448,50.741005,79.51676,300
Mouscron-Frontiere,mouscron-frontiere,,moeskroen-grens,,,,be,3.196086,50.721716,44.818436,120
Moustier,moustier,,,,,,be,4.693807,50.452748,110.801676,300
Mouterij/Germoir,mouterij/germoir,germoir,mouterij,germoir,mouterij,,be,4.37866,50.829929,144.564246,300
Moûtiers-Salins-Brides-les-Bai,moutiers-salins-brides-les-bai,,,,,,fr,6.531454,45.486693,0,
Muizen,muizen,,,,,,be,4.513843,51.008201,126.086592,300
Mulhouse,mulhouse,,,,,,fr,7.333336,47.749998,0,
Munkzwalm,munkzwalm,,,,,,be,3.733238,50.875673,70.921788,300
Méry,mery,,,,,,be,5.587236,50.54762,52.740223,300
Namur,namur,,namen,,,,be,4.86222,50.468794,333.955307,300
Namêche,nameche,,,,,,be,4.997939,50.47043,87.128492,300
Naninne,naninne,,,,,,be,4.929756,50.419695,72.427374,300
Narbonne,narbonne,,,,,,fr,3.00601,43.190399,0,
Natoye,natoye,,,,,,be,5.06116,50.343296,72.427374,300
Neerpelt,neerpelt,,,,,,be,5.43717,51.222369,33.851955,300
Neerwinden,neerwinden,,,,,,be,5.036323,50.763964,107.938547,300
Nessonvaux,nessonvaux,,,,,,be,5.741581,50.572089,67.829609,300
Neufchâteau,neufchateau,,,,,,be,5.452559,49.854318,52.589385,300
Neufvilles,neufvilles,,,,,,be,4.010672,50.543602,86.282123,300
Nice Ville,nice ville,,,,,,fr,7.261928,43.704605,0,
Niel,niel,,,,,,be,4.338589,51.111595,54.01676,300
Nieuwkerken-Waas,nieuwkerken-waas,,,,,,be,4.185907,51.185612,148.402235,300
Nijlen,nijlen,,,,,,be,4.666588,51.15984,137.522346,300
Nimy,nimy,,,,,,be,3.956089,50.471644,89.103352,300
Ninove,ninove,,,,,,be,4.026133,50.839509,46.790503,300
Nivelles,nivelles,,nijvel,,,,be,4.335065,50.599641,147.268156,300
Noorderkempen,noorderkempen,,,,noorderkempen (brecht),,be,4.632204,51.356838,56.826816,300
Nossegem,nossegem,,,,,,be,4.506112,50.883314,328.273743,300
Nîmes,nimes,,,,,,fr,4.365997,43.832602,0,
Obaix-Buzet,obaix-buzet,,,,,,be,4.36357,50.535206,88.815642,300
Obourg,obourg,,,,,,be,4.007804,50.469873,89.103352,300
Okegem,okegem,,,,,,be,4.054557,50.857712,46.790503,300
Olen,olen,,,,,,be,4.9025,51.17403,74.592179,300
Oostende,oostende,ostende,,,,,be,2.925809,51.228212,116.335196,300
Oostkamp,oostkamp,,,,,,be,3.257466,51.154114,185.069832,300
Opwijk,opwijk,,,,,,be,4.187319,50.974779,91.670391,300
Ottignies,ottignies,,,,,,be,4.56936,50.673667,355.103352,300
Oud-Heverlee,oud-heverlee,,,,,,be,4.653311,50.835931,54.701117,300
Oudegem,oudegem,,,,,,be,4.064472,51.01523,61.25419,300
Oudenaarde,oudenaarde,audenarde,,,,,be,3.600386,50.850116,110.935754,240
Ougrée,ougree,,,,,,be,5.536972,50.605396,34.072626,300
Overpelt,overpelt,,,,,,be,5.422751,51.215618,33.851955,300
Paliseul,paliseul,,,,,,be,5.118349,49.895408,27.5,300
Papegem,papegem,papignies,papegem,papignies,papignies,,be,3.823408,50.686585,37.296089,300
Paris Nord,paris nord,,parijs noord,,,,fr,2.333333,48.866667,2.469274,300
Pepinster,pepinster,,,,,,be,5.80615,50.568179,99.365922,240
Pepinster-Cité,pepinster-cite,,,,,,be,5.804397,50.563405,31.536313,300
Perpignan,perpignan,,,,,,fr,2.879397,42.695938,0,
Petange,petange,,,,,,be,5.878681,49.55425,74.631285,300
Pfaffenthal-Kirchberg,pfaffenthal-kirchberg,,,,,,lu,6.132853,49.619126,18.00838,300
Philippeville,philippeville,,,,,,be,4.535956,50.191639,30.963687,300
Piéton,pieton,,,,,,be,4.288438,50.434959,88.363128,300
Poix-Saint-Hubert,poix-saint-hubert,,,,,,be,5.292641,50.019504,56.692737,300
Pont de Bois,pont de bois,,,,,,fr,3.1275,50.624164,30.918994,300
Pont-de-Seraing,pont-de-seraing,,,,,,be,5.510162,50.619651,89.198324,300
Pont-à-Celles,pont-a-celles,,,,,,be,4.355291,50.513812,31.284916,300
Poperinge,poperinge,,,,,,be,2.736343,50.854449,41.497207,300
Poulseur,poulseur,,,,,,be,5.578858,50.509209,52.740223,300
Profondsart,profondsart,,,,,,be,4.545435,50.699653,158.215084,300
Pry,pry,,,,,,be,4.428805,50.269278,32.899441,300
Puurs,puurs,,,,,,be,4.282703,51.07722,92.910615,300
Pécrot,pecrot,,,,,,be,4.651486,50.778517,54.600559,300
Péruwelz,peruwelz,,,,,,be,3.592772,50.513704,65.958101,300
Quaregnon,quaregnon,,,,,,be,3.856543,50.449827,101.530726,300
Quevy,quevy,,,,,,be,3.909489,50.341534,27.128492,300
Quevy-frontiere,quevy-frontiere,,,,,,be,3.908753,50.32771,5.877095,120
Quievrain,quievrain,,,,,,be,3.68608,50.410103,32.826816,300
Rebaix,rebaix,,,,,,be,3.793627,50.661235,37.296089,300
Remicourt,remicourt,,,,,,be,5.321407,50.678611,63.136872,300
Rhisnes,rhisnes,,,,,,be,4.801866,50.499348,129.75419,300
Rivage,rivage,,,,,,be,5.587631,50.483285,52.740223,300
Rixensart,rixensart,,,,,,be,4.532855,50.711413,158.215084,300
Rochefort-Jemelle,rochefort-jemelle,,,,,,be,5.266698,50.160401,71.159218,300
Rodange,rodange,,,,,,lu,5.845028,49.551283,111.944134,180
Roeselare,roeselare,roulers,,,,,be,3.130412,50.949025,68.740223,300
Ronet,ronet,,,,,,be,4.82842,50.457737,110.801676,300
Ronse,ronse,renaix,,renaix / ronse,ronse / renaix,,be,3.602552,50.742506,34.321229,300
Roosendaal,roosendaal,,,,,,nl,4.458692,51.540834,32.712291,300
Rotterdam CS,rotterdam cs,,,,,,nl,4.5,51.916667,31.888268,300
Roubaix,roubaix,,,,,,fr,3.166666,50.699997,29.717877,300
Roux,roux,,,,,,be,4.393199,50.443112,99.594972,300
Ruisbroek,ruisbroek,,,,,,be,4.295333,50.79183,223.416201,300
Ruisbroek-Sauvegarde,ruisbroek-sauvegarde,,,,,,be,4.324998,51.081022,53.326816,300
Saint-Denis-Bovesse,saint-denis-bovesse,,,,,,be,4.767788,50.5213,129.75419,300
Saint-Ghislain,saint-ghislain,,,,,,be,3.820253,50.44286,102.631285,300
Saint-Louis-Haut-Rhin,saint-louis-haut-rhin,,,,,,fr,7.555316,47.5907,0,
Saint-Raphaël-Valescure,saint-raphael-valescure,,,,,,fr,6.768825,43.423456,0,
Sart-Bernard,sart-bernard,,,,,,be,4.949739,50.406373,72.427374,300
Saverne,saverne,,,,,,fr,7.362255,48.744798,0,
Schaarbeek/Schaerbeek,schaarbeek/schaerbeek,schaerbeek,schaarbeek,,,,be,4.378636,50.878513,731.659218,300
Scheldewindeke,scheldewindeke,,,,,,be,3.777842,50.937069,41.849162,300
Schelle,schelle,,,,,,be,4.340261,51.12551,54.01676,300
Schellebelle,schellebelle,,,,,,be,3.921373,51.003149,138.055866,120
Schendelbeke,schendelbeke,,,,,,be,3.899286,50.797844,46.790503,300
Schiphol,schiphol,,,,,,nl,4.75,52.3,25.905028,300
Schoonaarde,schoonaarde,,,,,,be,4.011094,51.003149,61.25419,300
Schulen,schulen,,,,,,be,5.187405,50.963758,106.189944,300
Sclaigneaux,sclaigneaux,,,,,,be,5.026363,50.492247,87.128492,300
Sclessin,sclessin,,,,,,be,5.558911,50.609844,89.198324,300
Selestat,selestat,,,,,,fr,7.449999,48.26667,0,
Seraing,seraing,,,,,,be,5.513777,50.6089,34.072626,300
Serskamp,serskamp,,,,,,be,3.959361,50.984397,76.801676,300
Siegburg,siegburg,,,,,,de,7.203029,50.793916,0,
Silly,silly,,opzullik,,,,be,3.935863,50.662386,66.030726,300
Simonis,simonis,,,,,,be,4.32898,50.863645,31.821229,300
Sinaai,sinaai,,,,,,be,4.06894,51.143398,170.695531,300
Sint-Agatha-Berchem/Berchem-Sainte-Agathe,sint-agatha-berchem/berchem-sainte-agathe,berchem-sainte-agathe,sint-agatha-berchem,,,,be,4.289895,50.872625,59.201117,300
Sint-Denijs-Boekel,sint-denijs-boekel,,,,,,be,3.698395,50.874297,70.921788,300
Sint-Genesius-Rode,sint-genesius-rode,rhode-saint-genese,,rhode-st.-genese/st.-genesius-rode,st.-genesius-rode/rhode-st.-genese,,be,4.361997,50.74781,180.567039,300
Sint-Gillis-Dendermonde,sint-gillis-dendermonde,saint-gilles-lez-termonde,sint-gillis,sint-gillis,sint-gillis,,be,4.117832,51.021693,91.670391,300
Sint-Job,sint-job,saint-job,,saint-job / sint-job,sint-job / saint-job,,be,4.362761,50.79441,124.941341,300
Sint-Joris-Weert,sint-joris-weert,,,,,,be,4.651728,50.800631,54.701117,300
Sint-Katelijne-Waver,sint-katelijne-waver,wavre-sainte-catherine,,,,,be,4.496116,51.069975,279.243017,300
Sint-Mariaburg,sint-mariaburg,,,,,,be,4.4349,51.291658,81.234637,300
Sint-Martens-Bodegem,sint-martens-bodegem,bodeghem-saint-martin,,,,,be,4.205081,50.86716,59.201117,300
Sint-Niklaas,sint-niklaas,saint-nicolas,,,,,be,4.142966,51.171472,223.52514,300
Sint-Truiden,sint-truiden,saint-trond,,,,,be,5.176654,50.81762,39.511173,300
Sleidinge,sleidinge,,,,,,be,3.667526,51.126607,32.100559,300
Soignies,soignies,,zinnik,,,,be,4.067519,50.572763,86.701117,240
Solre-sur-Sambre,solre-sur-sambre,,,,,,be,4.158427,50.312642,33.346369,300
Spa,spa,,,,,,be,5.855096,50.490305,31.536313,300
Spa-Géronstère,spa-geronstere,,,,,,be,5.866207,50.489307,31.536313,300
Statte,statte,,,,,,be,5.219676,50.528276,88.687151,300
Sterpenich-Frontiere,sterpenich-frontiere,,,,,,be,5.90415,49.64396,108.226257,120
Stockem,stockem,,,,,,be,5.769115,49.690939,52.589385,300
Strasbourg,strasbourg,,straatsburg,strassburg,,,fr,7.733905,48.585437,0,
Sy,sy,,,,,,be,5.523565,50.403254,30.472067,300
Sète,sete,,,,,,fr,3.696535,43.41281,0,
Tamines,tamines,,,,,,be,4.608823,50.432235,119.175978,300
Temse,temse,tamise,,,,,be,4.221352,51.126085,39.790503,300
Terhagen,terhagen,,,,,,be,3.896653,50.901643,71.100559,300
Ternat,ternat,,,,,,be,4.16534,50.874522,59.402235,300
Testelt,testelt,,,,,,be,4.945829,51.009864,109.296089,300
Theux,theux,,,,,,be,5.815031,50.536159,31.536313,300
Thieu,thieu,,,,,,be,4.098523,50.46954,89.103352,300
Thionville,thionville,,,,,,fr,6.166663,49.366663,0,
Thuin,thuin,,,,,,be,4.288906,50.342738,33.346369,300
Thulin,thulin,,,,,,be,3.744708,50.423335,32.826816,300
Thurn en Taxis/Tour et Taxis,thurn en taxis/tour et taxis,tour et taxis,thurn en taxis,tour et taxis,thurn en taxis,,be,4.34109091758728,50.8717516764467,31.821229,300
Tielen,tielen,,,,,,be,4.893089,51.241021,56.100559,300
Tielt,tielt,,,,,,be,3.330341,50.990842,39.192737,300
Tienen,tienen,tirlemont,,thienen,,,be,4.92581,50.80802,107.938547,300
Tilff,tilff,,,,,,be,5.583937,50.570624,52.740223,300
Tilly,tilly,,,,,,be,4.552676,50.558084,32.77095,300
Tollembeek,tollembeek,,,,,,be,3.992828,50.735522,41.374302,300
Tongeren,tongeren,tongres,,tongern,,,be,5.47328,50.784405,61.189944,300
Torhout,torhout,,,,,,be,3.105871,51.064707,69.851955,300
Toulon,toulon,,,,,,fr,5.9326648,43.1274781,0,
Tourcoing,tourcoing,,,,,,fr,3.15,50.716667,44.837989,300
Tournai,tournai,,doornik,,,,be,3.396942,50.613134,165.536313,300
Trois-Ponts,trois-ponts,,,,,,be,5.873578,50.368214,24.318436,300
Troisvierges,troisvierges,,,,,,lu,6.000281,50.121109,30.776536,180
Trooz,trooz,,,,,,be,5.688346,50.573213,78.081006,300
Tubize,tubize,,tubeke,,,,be,4.205729,50.691708,163.039106,300
Turnhout,turnhout,,,,,,be,4.937415,51.322032,56.100559,300
Ukkel-Kalevoet/Uccle-Calevoet,ukkel-kalevoet/uccle-calevoet,uccle-calevoet,ukkel-kalevoet,,,,be,4.332207,50.791749,124.013966,300
Ukkel-Stalle/Uccle-Stalle,ukkel-stalle/uccle-stalle,uccle-stalle,ukkel-stalle,,,,be,4.323901,50.802411,124.013966,300
Valence TGV,valence tgv,,,,,,fr,4.978529,44.992586,0,
Veltem,veltem,,,,,,be,4.633516,50.900519,328.273743,300
Vertrijk,vertrijk,,,,,,be,4.835522,50.836282,107.938547,300
Verviers-Central,verviers-central,,verviers-centraal,,,,be,5.854917,50.588135,99.365922,240
Verviers-Palais,verviers-palais,,verviers-paleis,,,,be,5.865335,50.590921,71.49162,300
Veurne,veurne,furnes,,,,,be,2.66994,51.073867,40.480447,300
Viane-Moerbeke,viane-moerbeke,,,,,,be,3.917337,50.751981,41.374302,300
Vichte,vichte,,,,,,be,3.39163,50.833657,68.329609,300
Vielsalm,vielsalm,,,,,,be,5.909211,50.278933,23.27933,300
Vijfhuizen,vijfhuizen,,,,,,be,3.98125,50.943254,7.938547,300
Ville-Pommerœul,ville-pommeroeul,,,,,,be,3.724248,50.464542,65.958101,300
Villers-la-Ville,villers-la-ville,,,,,,be,4.533349,50.578103,32.77095,300
Vilvoorde,vilvoorde,vilvorde,,,,,be,4.432823,50.924583,299.24581,240
Virton,virton,,,,,,be,5.519125,49.560821,37.067039,300
Vise-Frontiere,vise-frontiere,,,,,,be,5.702903,50.758413,52.416201,120
Visé,vise,,wezet,,,,be,5.692544,50.73776,45.796089,300
Viville,viville,,,,,,be,5.786527,49.688243,52.589385,300
Voroux,voroux,,,,,,be,5.429556,50.66181,63.136872,300
Vorst-Oost/Forest-Est,vorst-oost/forest-est,forest-est,vorst-oost,,,,be,4.320943,50.810195,124.013966,300
Vorst-Zuid/Forest-Midi,vorst-zuid/forest-midi,forest-midi,vorst-zuid,,,,be,4.309167,50.809215,219.899441,300
Waarschoot,waarschoot,,,,,,be,3.615353,51.154608,32.100559,300
Walcourt,walcourt,,,,,,be,4.435879,50.259219,32.899441,300
Waregem,waregem,,,,,,be,3.42551,50.892456,102.51676,300
Waremme,waremme,,borgworm,,,,be,5.249475,50.694549,63.136872,300
Waterloo,waterloo,,,,,,be,4.383481,50.715422,180.567039,300
Watermaal/Watermael,watermaal/watermael,watermael,watermaal,,,,be,4.399887,50.80917,158.377095,300
Wavre,wavre,,waver,,,,be,4.604778,50.716267,86.558659,300
Weerde,weerde,,,,,,be,4.470937,50.977449,215.606145,300
Welkenraedt,welkenraedt,,,,,,be,5.975381,50.659707,81.050279,180
Welle,welle,,,,,,be,4.05062,50.903279,71.100559,300
Wervik,wervik,,,,,,be,3.046983,50.781861,41.497207,300
Wespelaar-Tildonk,wespelaar-tildonk,,,,,,be,4.638011,50.958544,67.139665,300
Wetteren,wetteren,,,,,,be,3.881883,51.001603,138.055866,120
Wevelgem,wevelgem,,,,,,be,3.18352,50.811526,41.497207,300
Wezemaal,wezemaal,,,,,,be,4.747679,50.956261,154.00838,300
Wichelen,wichelen,,,,,,be,3.969195,51.001962,61.25419,300
Wijgmaal,wijgmaal,,,,,,be,4.701475,50.92274,67.139665,300
Wildert,wildert,,,,,,be,4.46335,51.428087,81.234637,300
Willebroek,willebroek,,,,,,be,4.356019,51.066343,59.424581,300
Wilwerwiltz,wilwerwiltz,,,,,,lu,5.999166,49.988887,20.061453,300
Wolfstee,wolfstee,,,,,,be,4.786144,51.168361,137.522346,300
Wondelgem,wondelgem,,,,,,be,3.719071,51.088357,32.100559,300
Y.renory,y.renory,,,,,,be,5.55788,50.604856,34.072626,300
Yves-Gomezée,yves-gomezee,,,,,,be,4.500404,50.23698,30.963687,300
Yvoir,yvoir,,,,,,be,4.878643,50.32084,62.606145,300
Zandbergen,zandbergen,,,,,,be,3.957653,50.806986,46.790503,300
Zaventem,zaventem,,,,,,be,4.469886,50.885723,367.304469,300
Zedelgem,zedelgem,,,,,,be,3.16414,51.127047,69.851955,300
Zeebrugge-Dorp,zeebrugge-dorp,,,,,,be,3.19517,51.326383,17.96648,300
Zeebrugge-Strand,zeebrugge-strand,,,,,,be,3.184028,51.330503,7.743017,300
Zele,zele,,,,,,be,4.041999,51.073256,42.46648,300
Zellik,zellik,,,,,,be,4.274541,50.890028,91.670391,300
Zichem,zichem,,,,,,be,4.987359,51.00669,106.189944,300
Zingem,zingem,,,,,,be,3.646384,50.908025,37.360335,300
Zolder,zolder,,,,,,be,5.3299,51.033548,30.329609,300
Zonhoven,zonhoven,,,,,,be,5.348815,50.989557,38.145251,300
Zottegem,zottegem,,,,,,be,3.81441,50.869102,155.486034,240
Zwankendamme,zwankendamme,,,,,,be,3.191557,51.306409,0,
Zwijndrecht,zwijndrecht,,,,,,be,4.32978,51.214108,148.385475,300
Écaussinnes,ecaussinnes,,,,,,be,4.156639,50.56239,59.449721,300
